"country","code","indicator","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Central Europe and the Baltics","CEB","Life expectancy at birth, total (years)",70.73283713,70.84598662,70.86954394,71.02542143,71.33605802,71.51725807,71.89823768,72.18456107,72.71972472,73.09614819,73.24241549,73.38225278,73.73043493,73.84499514,74.09260273,74.25064872,74.57595268,74.93036393,75.29396578,75.88847488,76.00339447,76.37473501,76.68876964,76.57551198,76.97030623,76.92978872,76.97643808,77.26591419,76.01627013,74.72328279,76.65229873,77.89678365,NA
"Switzerland","CHE","Life expectancy at birth, total (years)",77.80609756,78.08536585,78.35,78.41707317,78.89609756,79.0795122,79.32439024,79.5804878,79.6804878,80.1804878,80.38536585,80.53658537,81.08780488,81.23658537,81.4902439,81.74146341,81.99268293,82.04390244,82.24634146,82.69512195,82.69756098,82.79756098,83.19756098,82.89756098,83.60243902,83.55121951,83.75365854,83.90487805,83,83.75121951,83.60487805,84.05609756,NA
"Channel Islands","CHI","Life expectancy at birth, total (years)",77.1,76.8,77,77.7,77.8,78.2,78.5,79.1,78.8,79,79.1,79.4,79.8,80.1,80.4,80.6,80.8,81,81.2,81.4,81.3,81.5,81.6,81.4,81.2,81,81.1,81.2,80.9,80.3,81,81.1,NA
"Chile","CHL","Life expectancy at birth, total (years)",74.367,74.679,74.973,75.298,75.555,75.826,76.324,76.738,77.128,77.58,77.84,77.884,78.276,78.459,78.533,78.652,78.752,78.89,79.095,79.236,79.221,79.551,79.714,80.008,80.295,80.61,80.559,80.324,79.349,78.876,79.176,81.167,NA
"China","CHN","Life expectancy at birth, total (years)",69.059,69.492,69.835,70.363,70.823,71.227,71.601,71.952,72.288,72.675,73.034,73.385,73.727,74.085,74.404,74.789,74.833,75.317,75.668,75.889,76.2,76.452,76.714,76.975,77.214,77.235,77.709,77.94,78.019,78.117,78.202,77.953,NA
"Cote d'Ivoire","CIV","Life expectancy at birth, total (years)",52.429,52.247,52.005,51.713,51.596,51.498,51.22,51.273,51.393,51.428,51.544,51.443,51.939,52.432,52.885,53.452,54.179,54.744,55.282,55.972,56.57,57.057,57.772,58.281,58.814,59.315,59.795,60.274,60.14,60.29,61.562,61.944,NA
"Cameroon","CMR","Life expectancy at birth, total (years)",54.053,53.872,53.537,53.347,53.2,53.105,53.043,53.166,53.338,53.598,53.922,54.253,54.578,54.904,55.301,55.71,56.116,56.486,56.965,57.482,58.17,58.73,59.13,59.687,60.293,60.817,61.189,61.695,61.674,61.146,62.443,63.7,NA
"Congo, Dem. Rep.","COD","Life expectancy at birth, total (years)",49.323,49.621,49.88,50.381,49.376,50.461,49.664,50.089,51.887,52.205,52.371,52.952,53.534,54.001,54.498,54.954,55.388,55.798,56.411,56.911,57.35,57.795,58.236,58.658,59.081,59.495,59.926,60.242,60.428,60.044,60.979,61.895,NA
"Congo, Rep.","COG","Life expectancy at birth, total (years)",56.483,56.041,55.641,55.474,55.24,48.575,52.551,54.427,55.371,55.885,56.414,57.131,57.957,58.73,59.474,60.05,60.79,61.215,61.731,62.286,62.662,62.969,63.349,63.662,63.911,64.203,64.472,63.152,64.391,64.192,65,65.772,NA
"Colombia","COL","Life expectancy at birth, total (years)",68.764,69.083,69.422,69.81,70.209,70.632,70.924,70.913,70.905,71.185,71.537,72.309,72.76,73.156,73.497,73.751,74.206,74.531,74.876,75.18,75.611,75.834,75.95,76.067,76.228,76.418,76.579,76.793,74.757,72.698,76.508,77.725,NA
"Comoros","COM","Life expectancy at birth, total (years)",56.576,57.026,57.458,57.83,58.151,58.228,58.301,58.853,58.941,59.587,59.723,60.24,60.557,60.883,61.229,61.475,61.955,62.302,62.747,63.105,63.463,63.839,64.143,64.473,64.792,65.127,65.401,65.662,65.756,65.201,66.481,66.777,NA
"Cabo Verde","CPV","Life expectancy at birth, total (years)",64.253,64.458,64.648,63.691,65.521,66.082,66.714,67.409,68.117,68.707,69.447,70.006,70.499,70.936,71.341,71.487,71.888,72.142,72.507,72.913,73.315,73.481,73.788,74.096,74.35,74.71,74.84,75.449,73.818,74.424,75.907,76.059,NA
"Costa Rica","CRI","Life expectancy at birth, total (years)",76.385,76.315,76.329,76.44,76.428,76.603,76.869,77.058,77.317,77.609,77.939,78.214,78.512,78.877,79.049,79.098,79.18,79.372,79.354,79.624,79.925,80.189,80.231,80.407,79.988,79.994,80.09,80.296,79.725,78.05,79.316,80.799,NA
"Caribbean small states","CSS","Life expectancy at birth, total (years)",67.3532894,67.47556468,67.52166114,67.55557155,67.62640243,67.73654332,67.98492307,68.20956413,68.39767583,68.66197229,68.8997139,69.0876489,69.36097019,69.63205133,69.93442322,70.29373334,70.54999747,70.79773751,71.0114367,71.26609329,71.40191433,71.56925061,71.77394118,71.86410217,72.05163612,72.17310416,72.2210854,72.12926048,71.93943593,69.92281075,72.83229211,73.171645,NA
"Cuba","CUB","Life expectancy at birth, total (years)",73.846,73.874,74.092,74.346,74.69,75.064,75.412,75.719,75.922,76.429,76.766,77.405,77.326,77.54,77.406,77.55,77.589,77.584,77.876,78.051,78.162,78.028,77.825,77.745,77.571,77.3,77.426,77.413,77.407,73.201,77.629,78.085,NA
"Curacao","CUW","Life expectancy at birth, total (years)",72.65,72.703,72.791,72.831,72.945,73.035,73.084,73.174,73.283,73.36,73.472,73.603,73.735,73.873,73.978,74.137,74.314,74.485,75.117,75.576,75.96,76.239,76.384,76.482,76.322,76.423,76.493,76.492,76.501,75.686,76.729,76.8,NA
"Cayman Islands","CYM","Life expectancy at birth, total (years)",73.088,73.25,73.42,73.597,73.74,73.904,74.08,74.232,74.378,74.529,74.609,74.639,74.596,74.863,75,75.152,75.386,75.671,76.069,76.562,77.121,77.652,77.865,78.119,78.367,78.615,78.835,79.052,79.23,79.3,79.984,80.358,NA
"Cyprus","CYP","Life expectancy at birth, total (years)",76.291,76.294,76.383,76.583,76.88,77.119,77.164,77.572,77.9,78.185,78.758,78.908,79.007,79.198,79.456,79.798,79.906,80.375,80.632,80.855,81.128,81.317,81.337,81.464,81.534,81.543,81.556,81.454,81.23,80.573,80.434,81.648,NA
"Czechia","CZE","Life expectancy at birth, total (years)",72.27170732,72.76780488,72.97268293,73.07487805,73.71463415,73.82487805,74.51463415,74.66829268,74.96829268,75.17317073,75.22195122,75.17073171,75.72195122,75.92439024,76.52439024,76.72439024,76.97560976,77.07804878,77.42439024,77.87317073,78.07560976,78.17560976,78.82439024,78.57804878,79.02682927,78.97804878,79.02926829,79.22926829,78.22682927,77.22195122,78.92926829,79.87804878,NA
"Germany","DEU","Life expectancy at birth, total (years)",75.8195122,75.87073171,76.27073171,76.42195122,76.67317073,77.07317073,77.47560976,77.72682927,77.92682927,78.32926829,78.22926829,78.3804878,78.6804878,78.93170732,79.13170732,79.53414634,79.73658537,79.83658537,79.98780488,80.43658537,80.53902439,80.4902439,81.0902439,80.64146341,80.9902439,80.99268293,80.89268293,81.29268293,81.04146341,80.7902439,80.60804878,80.54146341,NA
"Djibouti","DJI","Life expectancy at birth, total (years)",54.375,55.734,55.592,56.234,56.33,56.207,56.426,56.564,56.734,57.506,57.824,58.041,58.103,58.548,58.962,59.362,59.815,60.351,60.743,61.337,61.719,62.116,62.427,62.833,63.335,63.71,64.105,64.381,64.2,63.83,65.54,65.987,NA
"Dominica","DMA","Life expectancy at birth, total (years)",70.473,70.612,70.777,70.832,71.039,71.195,71.352,71.527,71.715,71.862,71.927,71.942,71.987,72.016,72.007,71.901,71.945,71.835,71.68,71.517,71.391,71.228,71.189,69.968,71.189,68.62,71.378,71.305,71.269,69.832,71.081,71.132,NA
"Denmark","DNK","Life expectancy at birth, total (years)",75.19414634,75.11682927,75.37512195,75.21268293,75.59146341,75.94512195,76.13902439,76.34146341,76.59268293,76.79268293,76.89512195,77.14390244,77.49268293,77.84390244,78.09512195,78.19512195,78.44634146,78.59756098,79.1,79.8,80.05121951,80.3,80.7,80.70243902,80.85365854,81.10243902,80.95365854,81.45121951,81.60243902,81.40487805,81.30487805,81.85365854,NA
"Dominican Republic","DOM","Life expectancy at birth, total (years)",68.525,68.86,69.16,69.394,69.595,69.809,69.875,70.178,70.365,70.553,70.719,70.856,70.73,71.043,71.054,71.097,71.331,71.587,72.039,72.496,72.817,73.038,73.145,72.982,72.889,73.37,73.555,73.112,72.636,71.757,74.211,73.72,NA
"Algeria","DZA","Life expectancy at birth, total (years)",67.725,67.797,67.284,67.691,68.219,68.859,69.327,70.088,70.576,71.025,71.644,71.906,72.536,72.836,73.116,73.346,73.618,73.871,74.144,74.383,74.609,74.809,74.992,75.159,75.31,75.431,75.555,75.682,73.257,75.208,76.129,76.261,NA
"East Asia & Pacific (excluding high income)","EAP","Life expectancy at birth, total (years)",68.00061079,68.42322383,68.72117848,69.03087824,69.42573851,69.7948438,70.12776242,70.42265912,70.73570716,71.07409239,71.39674996,71.80399563,71.85880092,72.39832664,72.65187044,72.99375366,72.92413762,73.46778781,73.76163906,73.98574532,74.25978721,74.48593238,74.71945281,74.95112438,75.15591177,75.23967149,75.57828618,75.76896903,75.69763933,75.27814184,75.93254094,75.88068309,NA
"Early-demographic dividend","EAR","Life expectancy at birth, total (years)",61.39668543,61.73756988,61.97730084,62.40452863,62.7427843,63.09874158,63.4369666,63.7793798,64.21960983,64.55670545,64.96807468,65.27915505,65.51323928,65.97978641,66.39193001,66.76054674,67.02181876,67.49640825,67.82444347,68.26003807,68.60946303,68.96283778,69.32497588,69.63054844,69.94848371,70.27299494,70.54866599,70.84240646,69.88013085,68.17909948,71.43045525,71.79624498,NA
"East Asia & Pacific","EAS","Life expectancy at birth, total (years)",69.06510627,69.46456804,69.76099574,70.02439778,70.43330377,70.79012895,71.09963698,71.36755327,71.70283232,72.041306,72.35710581,72.73469089,72.8126606,73.29843455,73.564044,73.89485135,73.84816299,74.36834717,74.62997901,74.82528306,75.10597269,75.33477299,75.56442704,75.79260102,75.98701667,76.07899236,76.39142294,76.58626193,76.54343761,76.15300938,76.67678344,76.65951833,NA
"Europe & Central Asia (excluding high income)","ECA","Life expectancy at birth, total (years)",67.25163255,67.05926339,67.30749192,67.44473674,67.72088479,68.04324576,68.33907526,68.20277978,68.85705319,69.09027771,69.31873062,69.58790191,69.79114865,69.95951476,70.21786594,70.55797869,70.97431752,71.44229216,71.91259115,72.15095022,72.67451659,73.12744278,73.42174885,73.75827079,74.03492739,74.40749451,74.59766981,74.82118659,73.55895735,72.88743297,74.57862234,74.79871528,NA
"Europe & Central Asia","ECS","Life expectancy at birth, total (years)",71.85432559,71.53161654,71.68712434,71.8302634,72.24992223,72.64530069,72.91469194,72.83900827,73.11379497,73.3559009,73.44648925,73.56281329,73.98809651,74.15370506,74.63982358,75.00870445,75.30236525,75.68924794,75.99540408,76.47941212,76.68059514,77.0325566,77.35369956,77.3311423,77.68151958,77.89930497,78.0322195,78.3042684,77.17574845,76.72872669,77.83611309,78.38701832,NA
"Ecuador","ECU","Life expectancy at birth, total (years)",69.468,70.07,70.876,71.349,71.82,72.007,71.949,71.92,72.09,72.571,73.164,73.632,73.868,73.909,74.01,74.226,74.709,74.901,75.188,75.179,75.486,75.832,76.141,76.222,76.094,76.22,77.248,77.286,72.004,72.746,76.577,77.392,NA
"Egypt, Arab Rep.","EGY","Life expectancy at birth, total (years)",63.585,64.147,64.663,65.214,65.733,66.207,66.635,67.01,67.332,67.612,67.846,68.045,68.211,68.355,68.493,68.627,68.761,68.915,69.078,69.232,69.464,69.632,69.911,70.135,70.437,70.709,70.974,71.213,69.79,68.976,71.01,71.633,NA
"Euro area","EMU","Life expectancy at birth, total (years)",76.30772121,76.4132091,76.7241794,76.88231334,77.14832368,77.50886811,77.71890673,77.94563627,78.19977933,78.54354349,78.63413491,78.65576216,79.23216237,79.37485078,79.80772129,80.0477787,80.25108761,80.45546117,80.69894262,81.18263418,81.18273158,81.4679843,81.89325266,81.51939912,81.90758749,81.88400856,82.00276026,82.28042116,81.48735717,81.58393304,81.62122375,82.19200762,NA
"Eritrea","ERI","Life expectancy at birth, total (years)",52.436,53.189,54.027,54.822,55.498,56.155,49.997,44.506,56.285,58.359,58.941,59.455,60.063,60.628,61.457,61.998,62.422,63.203,63.665,64.231,64.697,65.005,65.517,65.909,66.242,66.612,66.979,67.306,66.98,66.94,67.789,68.624,NA
"Spain","ESP","Life expectancy at birth, total (years)",77.41,77.54658537,77.90146341,77.98073171,78.1204878,78.60414634,78.66585366,78.71707317,78.96585366,79.36829268,79.56829268,79.6195122,79.87073171,80.17073171,80.82195122,80.87317073,81.17560976,81.47560976,81.62682927,82.47560976,82.42682927,83.07804878,83.22926829,82.83170732,83.32926829,83.28292683,83.43170732,83.83170732,82.23170732,83.17804878,83.13414634,83.88292683,NA
"Estonia","EST","Life expectancy at birth, total (years)",68.86341463,67.9097561,66.5,67.54390244,69.61219512,69.8097561,69.35853659,70.06341463,70.41707317,70.25853659,70.90487805,71.31707317,71.9097561,72.56829268,72.69146341,72.81463415,73.77073171,74.82439024,75.42926829,76.22926829,76.32682927,77.14146341,77.03414634,77.5902439,77.64146341,78.09268293,78.24390244,78.64634146,78.59512195,76.94390244,77.84390244,78.4902439,NA
"Ethiopia","ETH","Life expectancy at birth, total (years)",47.279,47.676,47.926,48.156,48.697,49.21,49.785,49.486,50.88,51.428,52.085,52.877,53.735,54.364,55.402,56.566,57.733,58.715,59.709,60.595,61.443,62.161,62.927,63.592,64.162,64.766,65.257,65.741,65.969,65.33,66.897,67.315,NA
"European Union","EUU","Life expectancy at birth, total (years)",75.13204695,75.25869193,75.52931388,75.67416269,75.9268122,76.24454927,76.51332916,76.74796228,77.07824508,77.42563903,77.53407464,77.59237484,78.11782818,78.27514103,78.67212829,78.9060451,79.12962819,79.36243868,79.63543079,80.14395052,80.16577732,80.47343246,80.87616539,80.57089662,80.95308081,80.93030979,81.03175101,81.31945249,80.44147547,80.30719644,80.71298184,81.41145038,NA
"Fragile and conflict affected situations","FCS","Life expectancy at birth, total (years)",53.54955576,53.98163084,54.23263467,54.22567941,54.23715355,54.51782366,54.47072213,54.90340363,55.48842498,55.7212693,56.15085661,56.44692546,56.75574472,57.14727815,57.5943114,58.10957466,58.18717806,58.9379606,59.34316076,59.62763559,60.10084025,60.45483943,60.5536918,60.74499311,60.98618367,61.22968269,61.78250831,62.13795455,62.06636829,61.60868104,62.70227157,63.34994478,NA
"Finland","FIN","Life expectancy at birth, total (years)",75.45536585,75.70512195,76.39560976,76.4095122,76.69341463,76.87853659,77.09073171,77.29121951,77.46585366,77.96585366,78.1195122,78.36829268,78.71463415,78.81707317,79.21463415,79.26341463,79.56829268,79.7195122,79.87073171,80.47073171,80.62682927,80.97560976,81.1804878,81.4804878,81.42926829,81.63170732,81.73414634,81.98292683,81.93170732,81.88536585,81.18780488,81.68536585,NA
"Fiji","FJI","Life expectancy at birth, total (years)",65.407,65.51,65.796,66.007,66.202,66.293,66.536,66.728,66.194,66.205,65.492,65.653,65.841,65.983,66.126,66.161,66.32,66.347,66.778,66.88,65.812,66.545,66.581,66.48,66.657,67.06,66.965,67.009,66.924,64.904,67.148,67.316,NA
"France","FRA","Life expectancy at birth, total (years)",77.1,77.3,77.64878049,77.75121951,77.95365854,78.30487805,78.60487805,78.75609756,79.05609756,79.15853659,79.26097561,79.11463415,80.16341463,80.16341463,80.81219512,81.11219512,81.21463415,81.41463415,81.66341463,82.11463415,81.96829268,82.2195122,82.7195122,82.32195122,82.57317073,82.57560976,82.67560976,82.82682927,82.17560976,82.32439024,82.12926829,82.92926829,NA
"Faroe Islands","FRO","Life expectancy at birth, total (years)",76.56585366,76.81707317,77.06829268,77.3195122,77.52195122,77.77560976,77.97804878,78.1804878,78.38292683,78.58536585,78.78780488,78.93902439,79.1902439,79.44146341,79.69268293,79.94146341,80.14146341,80.3902439,80.63902439,80.8902439,81.0902439,81.34146341,81.59268293,81.79268293,81.99268293,82.14390244,82.29268293,82.44390244,82.64390244,82.84390244,82.94390244,83.14390244,NA
"Micronesia, Fed. Sts.","FSM","Life expectancy at birth, total (years)",63.996,64.041,64.082,64.142,64.253,64.371,64.509,64.626,64.317,64.801,63.907,64.915,64.898,64.906,64.859,64.844,64.849,64.865,64.892,64.969,65.08,65.179,65.294,65.306,65.576,65.761,65.943,66.196,65.878,66.152,66.961,67.198,NA
"Gabon","GAB","Life expectancy at birth, total (years)",61.013,61.125,61.183,61.27,61.265,61.395,61.506,61.658,61.81,61.982,62.175,62.463,62.694,62.978,63.259,63.619,64.011,64.361,64.715,65.102,65.438,65.751,66.07,66.336,66.583,66.816,67.043,67.337,67.073,67.072,67.713,68.337,NA
"United Kingdom","GBR","Life expectancy at birth, total (years)",76.43414634,76.38536585,76.88536585,76.83658537,77.08780488,77.21097561,77.1902439,77.3902439,77.74146341,77.99268293,78.14390244,78.44634146,78.74634146,79.04878049,79.24878049,79.44878049,79.6,80.05121951,80.40243902,80.95121951,80.90487805,81.00487805,81.30487805,80.95609756,81.15609756,81.25609756,81.25609756,81.36912195,80.3317561,80.64731707,81.01121951,81.23809756,NA
"Georgia","GEO","Life expectancy at birth, total (years)",67.78,67.405,68.669,69.398,70.637,69.683,69.787,70.012,70.091,70.371,70.438,71.377,71.011,70.689,70.983,70.985,70.949,71.058,71.732,72.485,72.672,73.025,73.105,73.241,73.136,73.435,73.985,74.165,73.509,71.635,74.141,74.496,NA
"Ghana","GHA","Life expectancy at birth, total (years)",56.055,56.286,56.234,56.662,56.957,57.241,57.525,57.835,58.139,58.403,58.709,59.014,59.316,59.638,59.975,60.282,60.578,60.928,61.297,61.617,61.995,62.397,62.832,63.175,63.522,63.829,64.138,64.455,64.309,64.286,65.246,65.498,NA
"Gibraltar","GIB","Life expectancy at birth, total (years)",77.412,77.722,78.052,78.345,78.696,79.097,79.477,79.812,80.145,80.419,80.59,80.713,80.856,80.991,81.103,81.269,81.541,81.807,82.08,82.333,82.527,82.586,82.644,82.668,82.741,82.858,83.028,83.183,83.07,80.274,83.517,83.553,NA
"Guinea","GIN","Life expectancy at birth, total (years)",48.266,48.819,49.188,49.836,50.546,51.113,51.61,51.987,52.42,52.669,53.2,53.589,53.975,54.422,54.875,55.233,55.703,56.052,56.431,56.778,57.117,57.459,57.581,57.899,58.49,58.715,59.043,59.379,59.35,59.373,60.432,60.74,NA
"Gambia, The","GMB","Life expectancy at birth, total (years)",52.477,53.15,53.768,54.292,54.849,55.225,56.007,56.466,56.899,57.283,57.736,58.223,58.749,59.11,59.667,60.001,60.473,60.735,61.167,61.561,61.9,62.252,62.576,62.971,63.386,63.708,64.034,64.427,64.418,63.847,64.859,65.86,NA
"Guinea-Bissau","GNB","Life expectancy at birth, total (years)",47.518,47.84,47.775,48.531,48.772,48.033,48.123,48.492,50.565,51.054,51.608,52.186,52.8,52.949,54.089,54.87,55.3,56.297,56.999,57.663,58.27,58.879,59.476,60.071,60.619,61.148,61.652,62.161,61.343,61.653,63.605,64.085,NA
"Equatorial Guinea","GNQ","Life expectancy at birth, total (years)",51.579,51.671,51.785,51.926,52.123,52.365,52.646,53.001,53.395,53.827,54.324,54.791,55.307,55.766,56.354,56.857,57.384,57.881,58.344,58.827,59.301,59.784,60.228,60.635,61.081,61.481,61.915,62.297,62.141,62.447,63.355,63.707,NA
"Greece","GRC","Life expectancy at birth, total (years)",77.38292683,77.3902439,77.63902439,77.58536585,77.68536585,78.13658537,77.83902439,77.98780488,77.88780488,78.38780488,78.64146341,78.84146341,79.03902439,79.23902439,79.43902439,79.43902439,79.93902439,80.18780488,80.38780488,80.73170732,80.63414634,81.28536585,81.38536585,81.03658537,81.38780488,81.28780488,81.78780488,81.63902439,81.28780488,80.08292683,80.78780488,81.53658537,NA
"Grenada","GRD","Life expectancy at birth, total (years)",71.125,71.45,71.78,72.094,72.373,72.6,72.762,72.873,72.955,73.034,73.142,73.291,72.447,73.7,73.93,74.159,74.374,74.567,74.731,74.861,74.961,75.022,75.045,75.037,75.01,74.977,74.957,74.971,75.019,74.522,75.151,75.205,NA
"Greenland","GRL","Life expectancy at birth, total (years)",65.19609756,65.58536585,65.90097561,65.64414634,65.76731707,65.79804878,66.15707317,66.49756098,66.09902439,66.19658537,66.61170732,67.18170732,67.72634146,68.23512195,68.61658537,69.04829268,69.37,69.7795122,70.08073171,70.26487805,70.54634146,70.83853659,71.06097561,71.47902439,71.83853659,71.93219512,71.96756098,71.94439024,71.85073171,71.81390244,71.5404878,71.5497561,NA
"Guatemala","GTM","Life expectancy at birth, total (years)",61.992,62.442,63.026,63.662,64.54,65.249,65.969,66.634,67.102,67.436,67.835,68.204,68.245,68.167,68.79,69.299,69.493,69.676,69.885,70.321,70.722,70.878,70.942,70.915,71.215,71.583,71.496,71.639,69.971,67.858,71.206,72.602,NA
"Guam","GUM","Life expectancy at birth, total (years)",73.632,74.004,74.344,74.511,74.638,74.7,74.753,74.789,74.894,75.195,75.506,75.885,76.114,76.427,76.477,76.397,76.233,76.141,76.095,76.153,76.237,76.361,76.423,76.444,76.449,76.463,76.561,76.645,75.529,75.434,77.102,77.209,NA
"Guyana","GUY","Life expectancy at birth, total (years)",62.816,63.016,63.007,62.668,62.691,62.879,63.429,63.772,64.075,64.38,64.183,64.117,64.214,64.392,64.848,65.462,65.721,66.03,66.204,66.469,66.443,66.71,67.334,67.719,68.069,68.543,68.829,69.067,67.751,64.323,69.888,70.18,NA
"High income","HIC","Life expectancy at birth, total (years)",74.60919365,74.4382429,74.63002612,74.71882707,75.18295734,75.57168233,75.79835672,75.81922761,76.04181379,76.31476643,76.43945707,76.54836375,76.9899667,77.10972532,77.54232342,77.86314784,78.05287457,78.40501255,78.59569877,78.92115369,79.07536479,79.31272476,79.56542462,79.52437462,79.72437244,79.85384107,79.96680206,80.1994382,79.20435169,78.80005645,79.43132422,80.15001512,NA
"Hong Kong SAR, China","HKG","Life expectancy at birth, total (years)",77.67341463,78.01609756,78.54365854,78.67878049,79.62756098,80.11219512,80.10682927,80.37268293,80.87317073,81.41926829,81.45219512,81.34341463,81.79926829,81.60902439,82.38487805,82.36682927,82.3404878,82.77512195,82.95756098,83.41195122,83.4502439,83.83121951,83.93560976,84.25268293,84.21146341,84.69560976,84.8697561,85.15585366,85.49634146,85.53268293,83.66097561,85.24731707,NA
"Honduras","HND","Life expectancy at birth, total (years)",65.908,66.074,66.523,66.919,67.263,67.542,62.432,68.005,68.302,68.491,68.714,68.874,69.05,69.198,69.364,69.539,69.657,69.823,69.77,70.116,70.46,70.765,71.032,71.323,71.615,71.805,72.001,72.124,70.864,69.492,72.715,72.884,NA
"Heavily indebted poor countries (HIPC)","HPC","Life expectancy at birth, total (years)",49.88566712,50.53354386,50.31623032,51.1166085,51.25999239,51.5932353,51.68548178,52.16542694,53.00267076,53.53488609,54.05776786,54.60760047,55.1512913,55.77738097,56.57382269,57.2459304,57.85556159,58.23920372,58.73245715,59.23007473,60.08546491,60.62822767,61.0402808,61.56179394,62.00380837,62.31519567,62.79854426,63.08980042,63.07263197,62.53137357,63.84044586,64.71590542,NA
"Croatia","HRV","Life expectancy at birth, total (years)",71.24146341,71.52243902,71.80341463,72.08439024,72.36536585,72.49512195,72.31707317,72.64195122,72.80780488,74.51292683,74.71731707,74.61390244,75.5202439,75.24463415,75.83682927,75.70560976,75.91219512,76.16829268,76.47560976,76.77560976,77.16829268,77.57073171,77.72439024,77.27560976,77.92195122,77.72682927,77.9195122,78.22439024,77.52439024,76.42439024,77.57560976,78.47317073,NA
"Haiti","HTI","Life expectancy at birth, total (years)",54.041,54.478,54.731,55.582,56.111,56.675,57.137,57.692,58.175,58.591,59.041,59.44,58.517,60.318,60.74,61.09,61.28,61.694,45.577,61.581,62.273,62.624,62.969,63.224,63.325,63.832,64.077,64.328,63.773,62.613,63.948,64.936,NA
"Hungary","HUN","Life expectancy at birth, total (years)",69.11707317,69.10121951,69.4697561,69.79170732,70.32878049,70.70243902,70.55780488,70.67707317,71.24634146,72.24878049,72.34878049,72.3,72.64878049,72.64878049,73.09756098,73.15121951,73.70243902,73.90487805,74.20731707,74.85853659,75.06341463,75.56585366,75.76341463,75.56829268,76.06341463,75.81707317,76.06585366,76.3195122,75.4195122,74.06585366,75.86829268,76.77073171,NA
"IBRD only","IBD","Life expectancy at birth, total (years)",65.72417294,65.97544227,66.25607268,66.63224828,67.02530442,67.39674091,67.72444007,67.96732645,68.28696493,68.58471351,68.90437649,69.17275559,69.39840013,69.82651653,70.15012368,70.51424507,70.76244573,71.16021321,71.5021795,71.82703339,72.1637223,72.46344184,72.75109662,73.03301914,73.2594437,73.48601658,73.7952368,74.03159317,73.29542289,71.97452294,74.25156135,74.52096995,NA
"IDA & IBRD total","IBT","Life expectancy at birth, total (years)",63.25405651,63.50285966,63.72653778,64.07718555,64.39933574,64.73242953,65.00059069,65.28738969,65.65609553,65.96676026,66.29368382,66.58690212,66.82383053,67.22473223,67.60148657,67.96608384,68.1835059,68.58711267,68.92583752,69.23488411,69.57336671,69.86875166,70.12059385,70.37189918,70.61427436,70.83116702,71.15332829,71.39427439,70.74915656,69.66825993,71.67792224,72.00082092,NA
"IDA total","IDA","Life expectancy at birth, total (years)",53.69719722,54.05204488,54.17390411,54.54427117,54.72123758,55.02959237,55.1971351,55.75476012,56.40988032,56.87912582,57.34819106,57.84175558,58.22714188,58.64827547,59.31209637,59.79398891,60.02481047,60.5539493,60.9876114,61.34857432,61.78241678,62.14110877,62.36685038,62.61354985,62.99195085,63.27369542,63.73093118,64.08854,63.80227499,63.47737993,64.88229029,65.45352231,NA
"IDA blend","IDB","Life expectancy at birth, total (years)",54.78365097,54.7603761,54.6642329,54.64590464,54.61709687,54.65343545,54.89679902,55.2249659,55.5992723,55.88990645,56.27023553,56.63591263,57.029456,56.99892861,57.70162031,58.06009061,58.41430466,58.75078437,59.05151291,59.36440613,59.63056374,59.86857311,60.0998682,60.29449464,60.57616645,60.81839291,61.07405428,61.32599738,60.81800661,60.87653574,62.12886414,62.46216433,NA
"Indonesia","IDN","Life expectancy at birth, total (years)",64.182,64.851,65.041,65.263,65.465,65.774,65.942,66.001,66.292,66.583,66.954,67.134,65.521,67.531,67.664,67.914,68.085,68.267,68.364,68.629,68.862,69.064,69.292,69.52,69.733,69.953,70.08,70.349,68.817,67.452,70.925,71.146,NA
"IDA only","IDX","Life expectancy at birth, total (years)",53.12467382,53.67872589,53.91530607,54.49060216,54.7763219,55.22891683,55.3565942,56.03650657,56.84204574,57.40819906,57.92534217,58.4878744,58.87021103,59.53544922,60.17957041,60.73060681,60.89794311,61.53492975,62.04434513,62.43375212,62.96007482,63.38577278,63.60821102,63.88211799,64.31014079,64.6098589,65.1728901,65.58286911,65.41147907,64.87646341,66.36006053,67.05383189,NA
"Isle of Man","IMN","Life expectancy at birth, total (years)",72.544,72.822,73.14,73.371,73.634,73.9,74.204,74.469,74.842,75.289,75.785,76.319,76.876,77.453,77.971,78.451,78.899,79.303,79.613,79.836,80.007,80.12,80.199,80.267,80.391,80.506,80.614,80.74,80.591,80.42,80.956,80.999,NA
"India","IND","Life expectancy at birth, total (years)",59.445,59.823,60.237,60.63,61.027,61.439,61.852,62.284,62.749,63.158,63.649,64.086,64.484,64.939,65.373,65.803,66.247,66.7,67.162,67.623,68.076,68.499,68.932,69.326,69.709,70.068,70.415,70.746,70.156,67.282,71.698,72.003,NA
"Not classified","INX","Life expectancy at birth, total (years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
